Tree	Node A-upos	Node B-upos	Node C-upos	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
NOUN >amod (ADV <advmod ADJ)	NOUN	ADV	ADJ	1	3.7	ABC	pattern {A [upos=NOUN]; C [upos=ADJ]; B [upos=ADV]; A -[amod]-> C; C -[advmod]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DADV%5D%3B%20A%20-%5Bamod%5D-%3E%20C%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
PUNCT <punct PRON <det NOUN	PUNCT	PRON	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=PUNCT]; B [upos=PRON]; C -[punct]-> A; C -[det]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DPRON%5D%3B%20C%20-%5Bpunct%5D-%3E%20A%3B%20C%20-%5Bdet%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
PART <cc ADJ <amod NOUN	PART	ADJ	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=PART]; B [upos=ADJ]; C -[cc]-> A; C -[amod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPART%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (PUNCT <punct PROPN)	NOUN	PUNCT	PROPN	1	3.7	ABC	pattern {A [upos=NOUN]; C [upos=PROPN]; B [upos=PUNCT]; A -[nmod]-> C; C -[punct]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bpunct%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >advmod (ADV <advmod ADV)	NOUN	ADV	ADV	1	3.7	ABC	pattern {A [upos=NOUN]; C [upos=ADV]; B [upos=ADV]; A -[advmod]-> C; C -[advmod]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20B%20%5Bupos%3DADV%5D%3B%20A%20-%5Badvmod%5D-%3E%20C%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
PUNCT <punct NOUN >advmod ADV	PUNCT	NOUN	ADV	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=PUNCT]; C [upos=ADV]; B -[punct]-> A; B -[advmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20B%20-%5Bpunct%5D-%3E%20A%3B%20B%20-%5Badvmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
ADP <case NOUN >conj NOUN	ADP	NOUN	NOUN	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=ADP]; C [upos=NOUN]; B -[case]-> A; B -[conj]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN <nmod ADJ <amod NOUN	NOUN	ADJ	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=NOUN]; B [upos=ADJ]; C -[nmod]-> A; C -[amod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20-%5Bnmod%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
PUNCT <punct NOUN >amod ADJ	PUNCT	NOUN	ADJ	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=PUNCT]; C [upos=ADJ]; B -[punct]-> A; B -[amod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20-%5Bpunct%5D-%3E%20A%3B%20B%20-%5Bamod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >acl (VERB >advmod ADV)	NOUN	VERB	ADV	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=VERB]; C [upos=ADV]; A -[acl]-> B; B -[advmod]-> C; A << B; B << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DVERB%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20A%20-%5Bacl%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20B%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(ADJ <amod NUM) <nummod NOUN	ADJ	NUM	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; B [upos=NUM]; A [upos=ADJ]; C -[nummod]-> B; B -[amod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
ADP <case ADP <case NOUN	ADP	ADP	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=ADP]; B [upos=ADP]; C -[case]-> A; C -[case]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
DET <det NOUN >nmod PRON	DET	NOUN	PRON	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=DET]; C [upos=PRON]; B -[det]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DPRON%5D%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(NUM >advmod SYM) <nummod NOUN	NUM	SYM	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=NUM]; B [upos=SYM]; C -[nummod]-> A; A -[advmod]-> B; C >> A; A << B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNUM%5D%3B%20B%20%5Bupos%3DSYM%5D%3B%20C%20-%5Bnummod%5D-%3E%20A%3B%20A%20-%5Badvmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20A%20%3C%3C%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
PROPN <nmod NOUN >nmod NOUN	PROPN	NOUN	NOUN	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=PROPN]; C [upos=NOUN]; B -[nmod]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20-%5Bnmod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
ADV <advmod NOUN >nummod NUM	ADV	NOUN	NUM	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=ADV]; C [upos=NUM]; B -[advmod]-> A; B -[nummod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bnummod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (PROPN >nmod X)	NOUN	PROPN	X	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=PROPN]; C [upos=X]; A -[nmod]-> B; B -[nmod]-> C; A << B; B << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DX%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20B%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >conj (CCONJ <cc PRON)	NOUN	CCONJ	PRON	1	3.7	ABC	pattern {A [upos=NOUN]; C [upos=PRON]; B [upos=CCONJ]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPRON%5D%3B%20B%20%5Bupos%3DCCONJ%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod NOUN >amod ADJ	NOUN	NOUN	ADJ	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=NOUN]; C [upos=ADJ]; A -[nmod]-> B; A -[amod]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20A%20-%5Bamod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
SCONJ <cc NOUN >nmod PROPN	SCONJ	NOUN	PROPN	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=SCONJ]; C [upos=PROPN]; B -[cc]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSCONJ%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20-%5Bcc%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (ADV <advmod ADJ)	NOUN	ADV	ADJ	1	3.7	ABC	pattern {A [upos=NOUN]; C [upos=ADJ]; B [upos=ADV]; A -[nmod]-> C; C -[advmod]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DADV%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (NOUN >nmod X)	NOUN	NOUN	X	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=NOUN]; C [upos=X]; A -[nmod]-> B; B -[nmod]-> C; A << B; B << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DX%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20B%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(NOUN <obj ADJ) <amod NOUN	NOUN	ADJ	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; B [upos=ADJ]; A [upos=NOUN]; C -[amod]-> B; B -[obj]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
X <nmod PUNCT <punct NOUN	X	PUNCT	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=X]; B [upos=PUNCT]; C -[nmod]-> A; C -[punct]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DX%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20C%20-%5Bnmod%5D-%3E%20A%3B%20C%20-%5Bpunct%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (X >flat:name PROPN)	NOUN	X	PROPN	1	3.7	ABC	pattern {A [upos=NOUN]; B [upos=X]; C [upos=PROPN]; A -[nmod]-> B; B -[flat:name]-> C; A << B; B << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DX%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bflat%3Aname%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20B%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NOUN <nmod NOUN >nmod NOUN	NOUN	NOUN	NOUN	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=NOUN]; C [upos=NOUN]; B -[nmod]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20-%5Bnmod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(DET <advmod DET) <det NOUN	DET	DET	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; B [upos=DET]; A [upos=DET]; C -[det]-> B; B -[advmod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20-%5Bdet%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
ADP <case NOUN >nmod ADV	ADP	NOUN	ADV	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=ADP]; C [upos=ADV]; B -[case]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NUM <nummod NOUN >punct PUNCT	NUM	NOUN	PUNCT	1	3.7	ABC	pattern {B [upos=NOUN]; A [upos=NUM]; C [upos=PUNCT]; B -[nummod]-> A; B -[punct]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNUM%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20B%20-%5Bpunct%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
DET <det NOUN <amod NOUN	DET	NOUN	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=DET]; B [upos=NOUN]; C -[det]-> A; C -[amod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20-%5Bdet%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN <nmod ADP <case NOUN	NOUN	ADP	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=NOUN]; B [upos=ADP]; C -[nmod]-> A; C -[case]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20-%5Bnmod%5D-%3E%20A%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
(PROPN <nmod ADJ) <amod NOUN	PROPN	ADJ	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; B [upos=ADJ]; A [upos=PROPN]; C -[amod]-> B; B -[nmod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20A%20%5Bupos%3DPROPN%5D%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20B%20-%5Bnmod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
(NOUN >nummod NUM) <nmod NOUN	NOUN	NUM	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; A [upos=NOUN]; B [upos=NUM]; C -[nmod]-> A; A -[nummod]-> B; C >> A; A << B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20-%5Bnmod%5D-%3E%20A%3B%20A%20-%5Bnummod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20A%20%3C%3C%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
(PART <advmod ADP) <case NOUN	PART	ADP	NOUN	1	3.7	ABC	pattern {C [upos=NOUN]; B [upos=ADP]; A [upos=PART]; C -[case]-> B; B -[advmod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20A%20%5Bupos%3DPART%5D%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
